Acad Group,Class ID,Subject,Subject Code,Course Nbr,Course Title,Day,Time,Course Size,Seats Available,Regist Code
Environment and Sustainability,30082,Environment and Sustainability,EAS,537,Urb Sustainability,T TH,4-530PM,17,13,EAS-537
Environment and Sustainability,17610,Environment and Sustainability,EAS,562,Env Policy&Politics,T TH,830-10AM,26,24,EAS-562
Environment and Sustainability,32244,Environment and Sustainability,EAS,596,Hist Env Thot&Activ,T TH,830-10AM,26,26,EAS-596
Environment and Sustainability,19439,Environment and Sustainability,EAS,436,Woody Plants,T TH,9-10AM,10,2,EAS-436
Environment and Sustainability,13450,Environment and Sustainability,EAS,591,Materials&Methods,T TH,930-1030AM,12,12,EAS-591
Environment and Sustainability,29355,Environment and Sustainability,EAS,501,Grad Experimental,TH,1-5PM,29,20,EAS-501
Environment and Sustainability,19867,Environment and Sustainability,EAS,741,Research Paradigms,TH,5-7PM,11,3,EAS-741
Environment and Sustainability,30083,Environment and Sustainability,EAS,578,Urban Stormwater,TH,5-8PM,10,5,EAS-578
Environment and Sustainability,32259,Environment and Sustainability,EAS,639,Adv Sem in Res Ecol,W,12-1PM,10,8,EAS-639
Environment and Sustainability,20334,Environment and Sustainability,EAS,841,PhD Res Forum,W,12-1PM,13,8,EAS-841
Environment and Sustainability,13448,Environment and Sustainability,EAS,587,Plac&Env Makng Place,W,1-3PM,20,17,EAS-587
Environment and Sustainability,32195,Environment and Sustainability,EAS,731,Interdisc Prob Solv,W,315-415PM,14,14,EAS-731
Environment and Sustainability,23399,Environment and Sustainability,EAS,572,Env Imp Asmnt,W,3-5PM,14,13,EAS-572
Environment and Sustainability,23425,Environment and Sustainability,EAS,564,Loc: Trans Thinking,W,530-8PM,27,25,EAS-564
Environment and Sustainability,23657,Environment and Sustainability,EAS,688,Site Plan&Design,W,9-1140AM,28,21,EAS-688
Environment and Sustainability,30790,Environment and Sustainability,EAS,423,Bio Fish Lab,W,9-12PM,18,16,EAS-423
Environment and Sustainability,34922,Environment and Sustainability,EAS,677,RPB Research Sem,W,930-1130AM,27,19,EAS-677
Information,27799,Information,SI,364,Bldg Interactive App,F,10-12PM,17,17,SI-364
Information,20328,Information,SI,544,Intr Stat&Data Analy,F,10-12PM,11,10,SI-544
Information,29368,Information,SI,705,First Semester Exp,F,11-12PM,14,12,SI-705
Information,10641,Information,SI,702,Sem Orgnztl St,F,130-3PM,25,21,SI-702
Information,18725,Information,SI,563,Game Theory,F,1-3PM,11,5,SI-563
Information,28784,Information,SI,650,Informatn Retrieval,F,1-4PM,10,2,SI-650
Information,26337,Information,SI,648,Eval Methods in HI,F,9-12PM,21,18,SI-648
Information,29396,Information,SI,300,Career/Intern Studio,M,10-12PM,28,24,SI-300
Information,31849,Information,SI,517,Special Topics,M,1-4PM,13,5,SI-517
Information,35649,Information,SI,684,Design ConsHlth Tech,M,1-4PM,15,11,SI-684
Information,16283,Information,SI,539,Des of Comp Websites,M,230-430PM,23,20,SI-539
Information,23812,Information,SI,671,Data Mining,M,2-5PM,25,17,SI-671
Information,28277,Information,SI,721,Data Mining,M,2-5PM,20,19,SI-721
Information,19465,Information,SI,520,Graphic Design,M,530-830PM,17,13,SI-520
Information,25046,Information,SI,612,Pervasv Interact Des,M,530-830PM,13,12,SI-612
Information,32663,Information,SI,670,Appld Machine Learng,M,530-830PM,14,12,SI-670
Information,32250,Information,SI,710,Research Sem in Info,M,530-830PM,24,19,SI-710
Information,26323,Information,SI,501,Contextual Inq,M,9-11AM,20,12,SI-501
Information,27807,Information,SI,608,Networks,M,9-12PM,26,19,SI-608
Information,30171,Information,SI,860,Experimental Meth,M,9-12PM,16,11,SI-860
Information,25120,Information,SI,405,Sr Final Proj Prep,M,930-1030AM,20,13,SI-405
Information,25118,Information,SI,388,The H in HCI,M W,10-12PM,18,13,SI-388
Information,23641,Information,SI,106,"Prog, Info & People",M W,230-4PM,17,17,SI-106
Information,26184,Information,SI,320,Graphic Design,M W,330-5PM,27,18,SI-320
Information,23744,Information,SI,206,Data-Oriented Prog,M W,3-430PM,11,4,SI-206
Information,21906,Information,SI,542,Intro Health Infor,M W,430-6PM,22,13,SI-542
Information,25117,Information,SI,330,Data Manipulation,M W,4-530PM,18,16,SI-330
Information,32355,Information,SI,430,IT & Global Society,M W,530-7PM,15,8,SI-430
Information,19468,Information,SI,664,Database App Design,T,1-3PM,26,24,SI-664
Information,10638,Information,SI,580,Records & Archives,T,1-4PM,24,17,SI-580
Information,21414,Information,SI,701,Doctoral Fnd Sem,T,1-4PM,27,19,SI-701
Information,26276,Information,SI,482,Interact Des Studio,T,230-4PM,18,13,SI-482
Information,30174,Information,SI,339,"WebDesign,Dev,Access",T,530-830PM,20,16,SI-339
Information,22003,Information,SI,582,Intro Interac Design,T,530-830PM,25,18,SI-582
Information,10639,Information,SI,647,Info Resources&Serv,T,530-830PM,23,14,SI-647
Information,32296,Information,SI,559,AR/VR Intro,T,5-8PM,18,12,SI-559
Information,29119,Information,SI,537,Crisis Informatics,T,6-9PM,21,15,SI-537
Information,21823,Information,SI,519,Intel Prop&Info Law,T,830-1130AM,18,12,SI-519
Information,27802,Information,SI,507,Inter Programming,T,9-12PM,10,7,SI-507
Information,35576,Information,SI,547,Engage w/Communities,T,9-12PM,20,15,SI-547
Information,23739,Information,SI,310,Info Environs & Work,T TH,10-1130AM,18,10,SI-310
Information,34812,Information,SI,508,Intensive Info Prog,T TH,10-1130AM,17,10,SI-508
Information,26185,Information,SI,425,Intro User Modeling,T TH,1030-12PM,28,21,SI-425
Information,16249,Information,SI,110,Intr to Info Studies,T TH,1-230PM,12,8,SI-110
Information,23642,Information,SI,301,Models of Social Inf,T TH,1-230PM,19,15,SI-301
Information,28143,Information,SI,429,Online Communities,T TH,1-230PM,19,18,SI-429
Information,26275,Information,SI,315,Media: Others & Self,T TH,230-4PM,13,5,SI-315
Information,27798,Information,SI,360,Succeeding at Failing,T TH,4-530PM,14,12,SI-360
Information,26541,Information,SI,506,Programming I,T TH,4-530PM,23,21,SI-506
Information,33302,Information,SI,521,Adv Psychoacoustics,T TH,4-530PM,29,27,SI-521
Information,22628,Information,SI,422,Usab Eval&Needs,T TH,830-10AM,10,1,SI-422
Information,27801,Information,SI,370,Data Exploration,T TH,9-1030AM,24,16,SI-370
Information,32295,Information,SI,669,Dev Mobile Exp,TH,1-4PM,18,12,SI-669
Information,14568,Information,SI,666,Org of Inf Resources,TH,530-830PM,18,18,SI-666
Information,32248,Information,SI,540,Privacy in Info Tech,TH,9-12PM,14,5,SI-540
Information,30112,Information,SI,625,Digital Preservation,TH,9-12PM,20,12,SI-625
Information,28998,Information,SI,699,MSI Mastery Courses,TH,9-12PM,23,16,SI-699
Information,19985,Information,SI,635,CMS & Web Frameworks,W,1030-12PM,16,16,SI-635
Information,23400,Information,SI,574,Hl Program Seminar,W,1-230PM,12,8,SI-574
Information,20326,Information,SI,649,Info Visualization,W,1-230PM,11,2,SI-649
Information,24917,Information,SI,561,Nat Lng Proc,W,130-430PM,17,11,SI-561
Information,28141,Information,SI,335,Social Media in Orgs,W,1-4PM,14,9,SI-335
Information,29274,Information,SI,435,Making for Info Prob,W,1-4PM,17,9,SI-435
Information,19986,Information,SI,588,Fundamntls Hum Beh,W,1-4PM,29,21,SI-588
Information,22632,Information,SI,618,Data Man & Analysis,W,230-530PM,13,11,SI-618
Information,32199,Information,SI,605,Interdisc Prob Solv,W,315-415PM,13,13,SI-605
Information,16404,Information,SI,549,Trfrm Lrng Tchg Tech,W,430-730PM,16,11,SI-549
Information,24675,Information,SI,616,Adv Graphic Design,W,530-830PM,10,9,SI-616
Information,20002,Information,SI,634,Appl Pltfrm Config,W,9-1030AM,21,12,SI-634
Information,26429,Information,SI,623,Res Meth Info Prof,W,9-12PM,17,11,SI-623
Kinesiology,17669,Athletic Training,AT,362,Rehab Athlet Inj Lab,F,10-12PM,25,19,AT-362
Kinesiology,17667,Athletic Training,AT,212,Clin Eval-UE AT Inj,F,8-10AM,26,17,AT-212
Kinesiology,16307,Athletic Training,AT,200,Clin Exp Ath Train A,M,7-9PM,17,17,AT-200
Kinesiology,16308,Athletic Training,AT,300,Clin Exp Ath Train C,M,7-9PM,28,21,AT-300
Kinesiology,16309,Athletic Training,AT,400,Clin Exp Ath Train E,M,7-9PM,28,19,AT-400
Kinesiology,17668,Athletic Training,AT,352,Therapeutic Mod Lab,M,8-10AM,20,20,AT-352
Kinesiology,17666,Athletic Training,AT,210,Clin Eval-UE AT Inj,M W,10-1130AM,21,17,AT-210
Kinesiology,20325,Athletic Training,AT,218,Emergency Response,M W,10-1130AM,12,9,AT-218
Kinesiology,20324,Athletic Training,AT,326,Fund of Strngth&Cond,M W,10-1130AM,24,15,AT-326
Kinesiology,17172,Athletic Training,AT,410,AT Admin,M W,1130-1PM,25,21,AT-410
Kinesiology,24560,Athletic Training,AT,413,SpecialTopics MVS AT,M W,830-10AM,29,29,AT-413
Kinesiology,24553,Athletic Training,AT,375,Path Allied Hlt Prof,M W,9-10AM,28,22,AT-375
Kinesiology,13668,Athletic Training,AT,360,Rehab Ath Injuries,T TH,830-10AM,23,17,AT-360
Kinesiology,17169,Athletic Training,AT,350,Therap Modalities,W,830-10AM,12,7,AT-350
Kinesiology,22758,Health and Fitness,HF,331,Biomech Sprt Ftns,F,11-2PM,11,3,HF-331
Kinesiology,15603,Health and Fitness,HF,240,Intro to Fit&Health,F,12-3PM,16,14,HF-240
Kinesiology,19396,Health and Fitness,HF,218,Emergency Response,M W,10-1130AM,26,23,HF-218
Kinesiology,23339,Health and Fitness,HF,434,Mgr Ethcs Sprt Fitns,M W,1-230PM,25,20,HF-434
Kinesiology,23337,Health and Fitness,HF,333,Leg/Eth Iss in Sport,M W,4-530PM,20,13,HF-333
Kinesiology,26130,Health and Fitness,HF,451,PA Lifespan,M W,830-10AM,19,13,HF-451
Kinesiology,23342,Health and Fitness,HF,437,Psych Sport&Exer,T TH,1130-1PM,19,19,HF-437
Kinesiology,23340,Health and Fitness,HF,241,Ex Nutr Wt Cn,T TH,1-230PM,12,12,HF-241
Kinesiology,23530,Health and Fitness,HF,425,PA & Ped Disability,T TH,530-7PM,29,24,HF-425
Kinesiology,32762,Kinesiology,KINESLGY,615,Phil Sci Res Kines,F,12-3PM,11,7,KINESLGY-615
Kinesiology,32526,Kinesiology,KINESLGY,513,Experimental Course,M,1-4PM,22,18,KINESLGY-513
Kinesiology,21790,Kinesiology,KINESLGY,505,Disability Studies,M,4-7PM,20,16,KINESLGY-505
Kinesiology,32910,Kinesiology,KINESLGY,452,Exp w/Wearable Tech,M W,230-4PM,29,20,KINESLGY-452
Kinesiology,28721,Kinesiology,KINESLGY,448,CV Ex Phys,M W,530-7PM,22,18,KINESLGY-448
Kinesiology,24559,Kinesiology,KINESLGY,413,SpecialTopics MVS AT,M W,830-10AM,29,24,KINESLGY-413
Kinesiology,26131,Kinesiology,KINESLGY,451,PA Lifespan,M W,830-10AM,17,17,KINESLGY-451
Kinesiology,23494,Kinesiology,KINESLGY,422,Motor Learning,T,9-12PM,27,25,KINESLGY-422
Kinesiology,31077,Kinesiology,KINESLGY,438,Musculoskeletal Imag,T TH,1130-1PM,16,9,KINESLGY-438
Kinesiology,23556,Kinesiology,KINESLGY,425,PA & Ped Disability,T TH,530-7PM,26,17,KINESLGY-425
Kinesiology,31647,Kinesiology,KINESLGY,581,Service - Hlth Prof,W,3-5PM,15,13,KINESLGY-581
Kinesiology,17653,Movement Science,MOVESCI,240,Intro to Fit&Health,F,12-3PM,13,8,MOVESCI-240
Kinesiology,19889,Movement Science,MOVESCI,540,Adv Exerc Phys,M,3-6PM,23,16,MOVESCI-540
Kinesiology,21280,Movement Science,MOVESCI,250,Statistics,M W,1-230PM,29,22,MOVESCI-250
Kinesiology,18104,Movement Science,MOVESCI,330,Biomech of Hum Mvmt,M W,1-230PM,26,22,MOVESCI-330
Kinesiology,32903,Movement Science,MOVESCI,452,Exp w/Wearable Tech,M W,230-4PM,25,20,MOVESCI-452
Kinesiology,28719,Movement Science,MOVESCI,448,CV Ex Phys,M W,530-7PM,29,24,MOVESCI-448
Kinesiology,16735,Movement Science,MOVESCI,230,Hum Musculo Anat,M W,830-10AM,25,23,MOVESCI-230
Kinesiology,24554,Movement Science,MOVESCI,413,SpecialTopics MVS AT,M W,830-10AM,11,6,MOVESCI-413
Kinesiology,26094,Movement Science,MOVESCI,451,PA Lifespan,M W,830-10AM,21,21,MOVESCI-451
Kinesiology,13648,Movement Science,MOVESCI,110,Bio&Beh Bases Hu Mvt,M W F,10-11AM,24,18,MOVESCI-110
Kinesiology,23484,Movement Science,MOVESCI,362,Surg Neuromon Lab,T,1-3PM,21,16,MOVESCI-362
Kinesiology,23478,Movement Science,MOVESCI,422,Motor Learning,T,9-12PM,25,24,MOVESCI-422
Kinesiology,21281,Movement Science,MOVESCI,219,Scientific Writing,T TH,10-1130AM,18,11,MOVESCI-219
Kinesiology,23486,Movement Science,MOVESCI,465,Neuro Adv Top IONM,T TH,10-1130AM,22,18,MOVESCI-465
Kinesiology,35241,Movement Science,MOVESCI,510,Exp Crse Biomech,T TH,10-1130AM,24,21,MOVESCI-510
Kinesiology,28896,Movement Science,MOVESCI,477,Science of Medicine,T TH,11-1230PM,24,19,MOVESCI-477
Kinesiology,13654,Movement Science,MOVESCI,340,Exercise Physiol,T TH,1130-1PM,27,27,MOVESCI-340
Kinesiology,31016,Movement Science,MOVESCI,438,Musculoskeletal Imag,T TH,1130-1PM,22,21,MOVESCI-438
Kinesiology,13651,Movement Science,MOVESCI,241,Ex Nutr Wt Cn,T TH,1-230PM,21,15,MOVESCI-241
Kinesiology,32254,Movement Science,MOVESCI,434,Sci Inquiry Mocap,T TH,1-230PM,15,11,MOVESCI-434
Kinesiology,23555,Movement Science,MOVESCI,425,PA & Ped Disability,T TH,530-7PM,15,7,MOVESCI-425
Kinesiology,13653,Movement Science,MOVESCI,320,Motor Control,T TH,830-10AM,11,6,MOVESCI-320
Kinesiology,22000,Movement Science,MOVESCI,231,Hum Musculo Anat Lab,W,230-430PM,24,24,MOVESCI-231
Kinesiology,29287,Movement Science,MOVESCI,313,Special Topics,W,3-430PM,14,14,MOVESCI-313
Kinesiology,31648,Movement Science,MOVESCI,481,Service - Hlth Prof,W,3-5PM,24,16,MOVESCI-481
Kinesiology,13673,Physical Education,PHYSED,326,Fund of Strngth&Cond,M W,10-1130AM,17,12,PHYSED-326
Kinesiology,13674,Physical Education,PHYSED,336,K-12 Rhythm&Dance,M W,1-230PM,16,14,PHYSED-336
Kinesiology,23811,Physical Education,PHYSED,255,Hlth Ed Elem Teacher,M W,4-530PM,28,22,PHYSED-255
Kinesiology,13669,Physical Education,PHYSED,140,Beginning Swim,M W,7-8PM,27,27,PHYSED-140
Kinesiology,13670,Physical Education,PHYSED,142,Intermediate Swim,M W,8-9PM,20,11,PHYSED-142
Kinesiology,13671,Physical Education,PHYSED,141,Begin Swim II,T TH,7-8PM,26,22,PHYSED-141
Kinesiology,28698,Sport Management,SM,100,SM Freshmen Sem,F,11-1230PM,19,10,SM-100
Kinesiology,19887,Sport Management,SM,217,Business Comm,M W,10-1130AM,26,17,SM-217
Kinesiology,13685,Sport Management,SM,111,Iss in Sport&Fitness,M W,1130-1PM,17,10,SM-111
Kinesiology,31033,Sport Management,SM,241,Sports Econ&Pol,M W,1130-1PM,13,9,SM-241
Kinesiology,19989,Sport Management,SM,341,Sport Finance,M W,1130-1PM,26,17,SM-341
Kinesiology,13681,Sport Management,SM,101,Pub&Small Grp Comm,M W,1-230PM,13,4,SM-101
Kinesiology,17651,Sport Management,SM,434,Mgr Ethcs Sprt Fitns,M W,1-230PM,28,23,SM-434
Kinesiology,21937,Sport Management,SM,440,Sport & Eco Dev,M W,1-230PM,23,19,SM-440
Kinesiology,20402,Sport Management,SM,313,Special Topics,M W,4-530PM,11,7,SM-313
Kinesiology,16259,Sport Management,SM,333,Leg/Eth Iss in Sport,M W,4-530PM,13,8,SM-333
Kinesiology,21979,Sport Management,SM,436,"Race Rel,Cul Images",M W,7-830PM,14,6,SM-436
Kinesiology,26024,Sport Management,SM,331,Econ of Sport,M W,830-10AM,21,13,SM-331
Kinesiology,17644,Sport Management,SM,332,Org Behave-Sport Org,M W,830-10AM,24,21,SM-332
Kinesiology,28702,Sport Management,SM,317,Career Planning,T,10-1130AM,15,8,SM-317
Kinesiology,26040,Sport Management,SM,433,Spt&Public Policy,T,5-8PM,11,8,SM-433
Kinesiology,16258,Sport Management,SM,550,Mkt Mngmtin Sport,T,5-8PM,19,12,SM-550
Kinesiology,30934,Sport Management,SM,445,Sport Tourism,T TH,10-1130AM,28,19,SM-445
Kinesiology,32046,Sport Management,SM,246,Prin of Marketing,T TH,1130-1PM,27,19,SM-246
Kinesiology,21386,Sport Management,SM,437,Psych Sport&Exer,T TH,1130-1PM,18,14,SM-437
Kinesiology,13688,Sport Management,SM,203,Intro Sport Mgmt,T TH,1-230PM,22,18,SM-203
Kinesiology,32065,Sport Management,SM,451,Sport Analytics,T TH,1-230PM,24,16,SM-451
Kinesiology,18679,Sport Management,SM,499,Strat of Sport Orgs,T TH,1-230PM,12,12,SM-499
Kinesiology,32066,Sport Management,SM,454,Sport Mkt Analytics,T TH,230-4PM,10,10,SM-454
Kinesiology,22611,Sport Management,SM,249,Research Methods,T TH,830-10AM,10,8,SM-249
Kinesiology,31093,Sport Management,SM,439,Spnsrshp Lnkd Mrktng,T TH,830-10AM,16,12,SM-439
Kinesiology,35951,Sport Management,SM,444,Sales Mng in Spt Ind,T TH,830-10AM,14,14,SM-444
Kinesiology,22618,Sport Management,SM,514,Strat Mngmt in Sport,TH,9-12PM,19,15,SM-514
Medicine,22546,Anatomy,ANATOMY,571,Hum Neuroanat II,M,9-12PM,15,7,ANATOMY-571
Medicine,12103,Anatomy,ANATOMY,403,Hum Anat:Struc&Funct,M W F,10-12PM,22,16,ANATOMY-403
Medicine,22545,Anatomy,ANATOMY,570,Hum Neuroanat I,T TH,10-1130AM,10,2,ANATOMY-570
Medicine,12106,Anatomy,ANATOMY,852,Prenat Fac Gro,TH,8-9AM,16,11,ANATOMY-852
Medicine,32902,Bioinformatics,BIOINF,500,BIOINF Skills,F,10-11AM,10,5,BIOINF-500
Medicine,16849,Bioinformatics,BIOINF,602,Bioinf Journal Club,M,12-1PM,23,16,BIOINF-602
Medicine,26714,Bioinformatics,BIOINF,603,Bioinf JC,M,12-1PM,22,13,BIOINF-603
Medicine,25348,Bioinformatics,BIOINF,606,Intro Biocomputing,M T W TH F,9-4PM,19,15,BIOINF-606
Medicine,27324,Bioinformatics,BIOINF,568,Math & Comp Neurosci,M W,10-1130AM,28,25,BIOINF-568
Medicine,32491,Bioinformatics,BIOINF,575,Prog Lab in Bioinf,M W,10-1130AM,13,9,BIOINF-575
Medicine,33121,Bioinformatics,BIOINF,501,Math Fndtns Bioinf,M W,130-3PM,17,9,BIOINF-501
Medicine,21907,Bioinformatics,BIOINF,668,Intro Health Infor,M W,430-6PM,24,15,BIOINF-668
Medicine,19864,Bioinformatics,BIOINF,463,Math Model Biol,M W F,10-11AM,27,23,BIOINF-463
Medicine,24455,Bioinformatics,BIOINF,622,Translational Res,T,10-12PM,24,21,BIOINF-622
Medicine,24561,Bioinformatics,BIOINF,625,Transl Sci Journal,T,9-10AM,13,13,BIOINF-625
Medicine,18940,Bioinformatics,BIOINF,527,Intr Bioinf&Comp Bio,T TH,1-230PM,12,9,BIOINF-527
Medicine,26709,Bioinformatics,BIOINF,540,Math of Bio Networks,T TH,830-10AM,27,24,BIOINF-540
Medicine,32364,Bioinformatics,BIOINF,551,Proteome Inf,W F,10-1130AM,27,23,BIOINF-551
Medicine,29383,Biological Chemistry,BIOLCHEM,690,Biochem Reg Mechanis,F,1-3PM,22,17,BIOLCHEM-690
Medicine,26624,Biological Chemistry,BIOLCHEM,650,Euk Gene Transcrip,M,10-12PM,24,24,BIOLCHEM-650
Medicine,20151,Biological Chemistry,BIOLCHEM,552,Biochem MD Scientist,M,3-5PM,29,21,BIOLCHEM-552
Medicine,19543,Biological Chemistry,BIOLCHEM,416,Intro Biochem Lab,M W,1-3PM,24,20,BIOLCHEM-416
Medicine,19544,Biological Chemistry,BIOLCHEM,516,Intro Biochem Lab,M W,1-3PM,14,14,BIOLCHEM-516
Medicine,29124,Biological Chemistry,BIOLCHEM,601,Tools of a Scientist,M W,230-4PM,23,20,BIOLCHEM-601
Medicine,18932,Biological Chemistry,BIOLCHEM,212,Descriptive Biochem,M W,2-4PM,23,20,BIOLCHEM-212
Medicine,19954,Biological Chemistry,BIOLCHEM,451,Adv Biochem I,M W F,10-11AM,22,19,BIOLCHEM-451
Medicine,17848,Biological Chemistry,BIOLCHEM,501,Chemical Biology I,M W F,8-9AM,29,28,BIOLCHEM-501
Medicine,12109,Biological Chemistry,BIOLCHEM,415,Intro Biochem,M W F,9-10AM,14,6,BIOLCHEM-415
Medicine,12112,Biological Chemistry,BIOLCHEM,515,Intro Biochem,M W F,9-10AM,17,10,BIOLCHEM-515
Medicine,25424,Biological Chemistry,BIOLCHEM,712,Biolchem Sem Series,T,12-1PM,27,25,BIOLCHEM-712
Medicine,13740,Biological Chemistry,BIOLCHEM,591,Signal Transduction,T,2-4PM,20,15,BIOLCHEM-591
Medicine,29461,Biological Chemistry,BIOLCHEM,713,Emerging Biochem,T,3-4PM,12,11,BIOLCHEM-713
Medicine,26662,Biological Chemistry,BIOLCHEM,660,Protein Biochemistry,TH,10-12PM,27,18,BIOLCHEM-660
Medicine,12114,Biological Chemistry,BIOLCHEM,711,Graduate Sem,TH,12-1PM,28,22,BIOLCHEM-711
Medicine,32382,Biological Chemistry,BIOLCHEM,551,Proteome Inf,W F,10-1130AM,20,19,BIOLCHEM-551
Medicine,35234,Biomedical Sciences,PIBS,550,Biomed Entrepre I,T,330-5PM,27,21,PIBS-550
Medicine,22067,Biomedical Sciences,PIBS,800,PIBS Seminar,T,4-5PM,12,12,PIBS-800
Medicine,29519,Biomedical Sciences,PIBS,750,Biomed Entrepre II,T W,330-5PM,21,14,PIBS-750
Medicine,21618,Cancer Biology,CANCBIO,800,Cancer Biol Sem,W,4-5PM,16,11,CANCBIO-800
Medicine,12122,Cell and Developmental Biology,CDB,530,Cell Biology,M W,1-3PM,11,7,CDB-530
Medicine,12126,Cell and Developmental Biology,CDB,801,Graduate Seminar,T,12-1PM,21,18,CDB-801
Medicine,24012,Cell and Developmental Biology,CDB,581,Dev Genetics,T,2-4PM,10,7,CDB-581
Medicine,12119,Cellular And Molecular Biology,CMBIOL,850,Seminar,M,12-1PM,26,23,CMBIOL-850
Medicine,13733,Cellular And Molecular Biology,CMBIOL,630,Genetics,T TH,3-4PM,23,15,CMBIOL-630
Medicine,17954,Health and Health Care Research,HHCR,740,Hl Cre Del Fin Pol I,F,9-12PM,17,17,HHCR-740
Medicine,17953,Health and Health Care Research,HHCR,730,Lead&Career Dev I,TH,11-1230PM,16,15,HHCR-730
Medicine,17949,Health and Health Care Research,HHCR,700,Res Hlth&Soc I,TH,130-430PM,13,10,HHCR-700
Medicine,17951,Health and Health Care Research,HHCR,720,Lab Res Meth&Analy I,W,2-5PM,29,24,HHCR-720
Medicine,17950,Health and Health Care Research,HHCR,710,Res Des&Analysis I,W,830-1130AM,29,21,HHCR-710
Medicine,16886,Human Genetics,HUMGEN,642,Research-GC Skills I,F,10-11AM,23,18,HUMGEN-642
Medicine,12133,Human Genetics,HUMGEN,650,Medical Genetics I,F,1-230PM,23,22,HUMGEN-650
Medicine,16362,Human Genetics,HUMGEN,632,Exp Genetics Systems,M,1-2PM,12,4,HUMGEN-632
Medicine,16846,Human Genetics,HUMGEN,641,Reproductive Gen,M,1-3PM,12,7,HUMGEN-641
Medicine,25349,Human Genetics,HUMGEN,606,Intro Biocomputing,M T W TH F,9-4PM,26,18,HUMGEN-606
Medicine,32497,Human Genetics,HUMGEN,575,Prog Lab in Bioinf,M W,10-1130AM,17,8,HUMGEN-575
Medicine,12134,Human Genetics,HUMGEN,541,Molecular Genetics,M W F,9-10AM,26,26,HUMGEN-541
Medicine,16860,Human Genetics,HUMGEN,649,GC Sem III:Adv Coun,T,5-7PM,14,9,HUMGEN-649
Medicine,17405,Human Genetics,HUMGEN,659,Gene Couns Cln Intrn,T TH,1-1AM,21,18,HUMGEN-659
Medicine,12135,Human Genetics,HUMGEN,630,Genetics,T TH,3-4PM,14,13,HUMGEN-630
Medicine,12137,Human Genetics,HUMGEN,821,Student Sem,W,12-1PM,16,8,HUMGEN-821
Medicine,19541,Human Genetics,HUMGEN,544,Pop&Stats Genetics,W,130-330PM,29,21,HUMGEN-544
Medicine,12136,Human Genetics,HUMGEN,640,GC Sem I:Clin Skills,W,1-3PM,26,26,HUMGEN-640
Medicine,18273,Immunology,IMMUNO,851,Special Topics,TH,9-1030AM,29,20,IMMUNO-851
Medicine,15432,Immunology,IMMUNO,815,Immun Journal Club,W,12-1PM,23,16,IMMUNO-815
Medicine,18183,Internal Medicine,INTMED,608,Clinical Res Sem,M,4-6PM,29,27,INTMED-608
Medicine,14437,Internal Medicine,INTMED,603,Hlt Series Research,T,4-6PM,14,13,INTMED-603
Medicine,19350,Internal Medicine,INTMED,604,Appl New Tech Res,T,4-6PM,15,6,INTMED-604
Medicine,17778,Internal Medicine,INTMED,460,Eukaryotic Microbio,T TH,1-230PM,12,10,INTMED-460
Medicine,32271,Internal Medicine,INTMED,409,Invest Exp Bacteriol,T TH,230-5PM,21,21,INTMED-409
Medicine,26359,Learning Health Sciences,LHS,660,Rsrch Meth Learn Sys,F,9-12PM,27,23,LHS-660
Medicine,28169,Learning Health Sciences,LHS,721,Imp Sci 2,M,1-4PM,14,12,LHS-721
Medicine,32175,Learning Health Sciences,LHS,621,Imp Sci I,M,9-12PM,18,14,LHS-621
Medicine,36277,Learning Health Sciences,LHS,668,Intro Health Infor,M W,430-6PM,16,14,LHS-668
Medicine,35965,Learning Health Sciences,LHS,665,Found Rsrch Method,W,1-3PM,19,16,LHS-665
Medicine,26262,Learning Health Sciences,LHS,650,Hlth Inf Sem,W,9-12PM,29,20,LHS-650
Medicine,12144,Microbiology,MICRBIOL,812,Seminar,F,12-1PM,16,15,MICRBIOL-812
Medicine,16364,Microbiology,MICRBIOL,632,Exp Genetics Systems,M,1-2PM,19,13,MICRBIOL-632
Medicine,20110,Microbiology,MICRBIOL,640,Mole&Cell Immun,M W,10-1130AM,19,18,MICRBIOL-640
Medicine,18222,Microbiology,MICRBIOL,405,Med Microbio & ID,T TH,10-1130AM,17,15,MICRBIOL-405
Medicine,17777,Microbiology,MICRBIOL,460,Eukaryotic Microbio,T TH,1-230PM,27,26,MICRBIOL-460
Medicine,32290,Microbiology,MICRBIOL,409,Invest Exp Bacteriol,T TH,230-5PM,15,15,MICRBIOL-409
Medicine,23786,Neurology,NEUROL,455,Neurobiology of PD,M W,230-4PM,14,11,NEUROL-455
Medicine,26593,Neurology,NEUROL,470,Science of Medicine,T TH,11-1230PM,17,17,NEUROL-470
Medicine,12154,Neuroscience,NEUROSCI,700,Neurosci Sem,M,4-6PM,29,22,NEUROSCI-700
Medicine,22559,Neuroscience,NEUROSCI,571,Hum Neuroanat II,M,9-12PM,21,17,NEUROSCI-571
Medicine,15896,Neuroscience,NEUROSCI,623,Molecular Neuro Lab,M T W TH F,7-8AM,13,4,NEUROSCI-623
Medicine,12155,Neuroscience,NEUROSCI,701,Special Topics,M W F,10-11AM,25,23,NEUROSCI-701
Medicine,22558,Neuroscience,NEUROSCI,570,Hum Neuroanat I,T TH,10-1130AM,11,4,NEUROSCI-570
Medicine,12151,Neuroscience,NEUROSCI,601,Principles Neuro I,T TH,1-3PM,26,25,NEUROSCI-601
